1,4,314381,314352,314070,,,,,,,,,,,,,,,,,
72,2,314168,314310,314351,314364,314407,314166,314016,314501,314427,314536,314540,314120,314186,314103,314030,314511,314151,314157,314099,314041
73,3,314393,314496,314503,314302,314338,314043,314080,314149,314431,,,,,,,,,,,
74,4,314296,314062,314422,314151,314013,314468,314391,314162,314339,314006,314146,314204,314363,314121,,,,,,
75,3,314092,314132,314186,314477,314212,314410,314191,314364,314068,314500,314278,314129,314356,314155,314488,,,,,
76,6,314461,314166,314051,314464,314053,314255,314327,314377,314156,314500,314044,314294,314332,314387,314497,314518,314030,314193,314199,314396
77,4,314351,314095,314445,314214,314427,314278,314324,,,,,,,,,,,,,
78,5,314035,314515,314242,314214,314530,314210,314022,314325,314123,314019,314398,314001,314318,314271,314439,314077,314517,314457,314429,314520
79,5,314405,314534,314105,314358,314077,314158,314357,314092,314189,314007,,,,,,,,,,
80,4,314057,314037,314303,314099,314389,314410,314247,314310,314194,314525,314390,314518,314224,314522,314163,314285,314058,314192,314413,314249
81,2,314538,314521,314299,314492,314125,314187,314191,314477,,,,,,,,,,,,
82,3,314461,314452,314335,314426,314394,314449,314365,314193,314135,314346,314203,,,,,,,,,
83,8,314037,314497,314020,314511,314365,314387,314316,314255,314427,314125,,,,,,,,,,
85,5,314127,314523,314507,314368,314311,,,,,,,,,,,,,,,
85,5,314127,314523,314507,314368,314311,,,,,,,,,,,,,,,
86,4,314244,314163,314212,314531,314043,314028,314155,314247,314129,314498,314367,314058,314007,314360,314203,,,,,
87,2,314106,314092,314186,314522,314465,314364,314247,314531,314041,314033,,,,,,,,,,
88,4,314104,314436,314391,314067,314357,,,,,,,,,,,,,,,
89,6,314124,314310,314294,314500,314044,314312,314030,314244,314192,314317,314081,314516,314525,314541,314163,314129,314051,314097,314311,314471
90,3,314503,314324,314178,314544,314477,314125,314523,314191,314547,314546,314007,,,,,,,,,
91,1,314095,314414,314049,314511,314368,314492,314480,314069,314218,314052,314297,314547,314220,,,,,,,
92,4,314060,314461,314282,314332,314414,314387,314476,314091,314338,,,,,,,,,,,
94,2,314150,314084,314249,314159,314264,314227,314383,314330,314219,314485,314302,,,,,,,,,
95,5,314388,314228,314466,314281,314362,314292,,,,,,,,,,,,,,
96,5,314416,314089,314353,314429,314253,314111,314334,314176,314388,314222,,,,,,,,,,
97,4,314243,314246,314159,314232,314066,314290,314101,314170,314265,314100,314385,314328,314483,314138,,,,,,
98,3,314246,314243,314142,,,,,,,,,,,,,,,,,
99,2,314044,314059,314508,314004,,,,,,,,,,,,,,,,
100,5,314290,314285,314437,314451,314012,314264,314192,314496,314272,314303,314080,314283,314082,314476,314217,314333,314124,314127,314293,314384
101,4,314005,314064,314338,314177,314234,314277,314185,314216,314482,,,,,,,,,,,
102,3,314400,314383,314466,314334,314252,314222,314164,314416,,,,,,,,,,,,
103,4,314173,314152,314005,314243,314417,314408,314369,314265,314308,314504,314456,314142,314437,314485,314249,314315,314430,314350,314393,314489
104,3,314222,314253,314139,314015,314258,314388,314292,314372,,,,,,,,,,,,
105,4,314111,314323,314288,314266,314374,314229,314112,314176,314004,314419,,,,,,,,,,
106,4,314302,314340,314142,314131,314432,314504,314393,314489,314308,314350,314485,314082,314216,314519,314430,314185,314385,314510,314437,314115
107,4,314242,314299,314168,314241,314261,314161,314323,314170,314392,314105,314112,314101,314421,314519,314267,314377,314265,314121,314215,314100
108,3,314468,314101,314262,314210,314288,314250,314312,,,,,,,,,,,,,
109,3,314168,314064,314059,314440,314550,314372,314419,314004,314347,314112,,,,,,,,,,
110,2,314342,314211,314335,314281,314045,,,,,,,,,,,,,,,
111,3,314334,314416,314024,314332,,,,,,,,,,,,,,,,
113,2,314302,314042,314418,314059,314293,314329,314216,314333,314234,314160,,,,,,,,,,
114,3,314401,314108,314293,314355,314210,314024,314211,314467,314456,,,,,,,,,,,
115,3,314089,314392,314139,314366,314253,314330,314399,314135,314440,314419,314258,314374,,,,,,,,
116,4,314416,314135,314440,314222,314383,314269,314220,,,,,,,,,,,,,
117,2,314024,314047,314400,314063,314332,314288,314439,314390,,,,,,,,,,,,
118,3,314269,314222,314228,314466,314139,314311,314399,314282,,,,,,,,,,,,
119,3,314215,314046,314323,314176,314419,,,,,,,,,,,,,,,
120,3,314548,314092,314077,314530,314101,314312,314215,314356,314245,314226,314337,314207,314449,314267,314507,314546,314045,,314469,
121,3,314176,314548,314498,314474,314215,314288,314101,314210,314358,314267,,,,,,,,,,
122,3,314480,314100,314215,314520,314266,314146,314211,314232,314442,314066,,,,,,,,,,
123,4,314228,314388,314466,314139,314253,314529,314371,314361,314258,314159,314362,,,,,,,,,
124,4,314067,314170,314146,314077,314241,314480,314123,314328,314520,314242,314024,314323,314483,314470,314267,,,,,
125,5,314042,314308,314005,314432,314249,314329,314454,314234,314086,314430,314382,314064,314330,314277,314084,314195,314338,,,
126,4,314340,314216,314221,314331,314329,314300,314333,314227,314185,314467,314234,314305,314435,314257,314115,,,,,
127,2,314142,314216,314331,314467,314333,314080,314160,314393,314437,314173,314185,314300,314259,314329,314484,314221,314257,314277,314308,314496
128,2,314366,314417,314454,314066,314159,314131,314086,314084,314392,314220,314543,314430,314283,314519,314284,314504,314177,314197,314276,314275
129,2,314493,314139,314253,314245,314258,314419,,,,,,,,,,,,,,
130,4,314332,314170,314146,314210,314266,314325,314156,314390,314267,314406,314245,314492,,,,,,,,
131,4,314429,314261,314108,314199,314288,314406,314381,314401,314250,314553,314031,314421,314468,314391,314176,314292,314470,314281,314211,
28B,2,314124,314440,314366,,,,,,,,,,,,,,,,,
90B,4,314043,,,,,,,,,,,,,,,,,,,
